"","country","county","murders"
"1","us","St. Louis city, MO",119
"2","us","Crittenden County, AR",8
"3","us","Alexander County, IL",1
"4","us","Kenedy County, TX",0
"5","us","De Soto Parish, LA",3
"6","us","Baltimore city, MD",216
"7","us","Shelby County, TN",135
"8","us","Marlboro County, SC",3
"9","us","Storey County, NV",0
"10","us","District of Columbia, DC",88
"11","us","Dillon County, SC",8
"12","us","Scott County, MO",2
"13","us","Philadelphia County, PA",332
"14","us","Pershing County, NV",0
"15","us","Greenwood County, SC",7
"16","us","Madison County, TN",13
"17","us","Davidson County, TN",65
"18","us","Marion County, IN",102
"19","us","Wayne County, MI",433
"20","us","Jackson County, MO",116
"21","us","Northwest Arctic Borough, AK",0
"22","us","Pemiscot County, MO",0
"23","us","Iberville Parish, LA",5
"24","us","Pulaski County, AR",61
"25","us","Jefferson County, AR",14
"26","us","Miller County, AR",1
"27","us","Muskogee County, OK",3
"28","us","Barnwell County, SC",5
"29","us","Tangipahoa Parish, LA",11
"30","us","Marion County, SC",8
"31","us","Dillingham Census Area, AK",0
"32","us","Dougherty County, GA",4
"33","us","Carter County, OK",4
"34","us","Genesee County, MI",69
"35","us","Macon County, AL",6
"36","us","Milwaukee County, WI",103
"37","us","Richland County, SC",24
"38","us","Grundy County, TN",3
"39","us","Greene County, AL",0
"40","us","Rock County, MN",0
"41","us","San Joaquin County, CA",89
"42","us","Pottawattamie County, IA",1
"43","us","Nolan County, TX",0
"44","us","Kodiak Island Borough, AK",0
"45","us","Winnebago County, IL",15
"46","us","Suffolk County, MA",60
"47","us","Saginaw County, MI",29
"48","us","Dallas County, AL",9
"49","us","Fulton County, GA",123
"50","us","Anchorage Municipality, AK",15
"51","us","Madison County, FL",1
"52","us","Phillips County, AR",1
"53","us","Sangamon County, IL",40
"54","us","Haywood County, TN",0
"55","us","Lucas County, OH",40
"56","us","Robeson County, NC",13
"57","us","Meade County, KS",0
"58","us","Escambia County, FL",22
"59","us","Jefferson County, AL",85
"60","us","Nicholas County, WV",1
"61","us","Franklin County, FL",1
"62","us","St. Clair County, IL",28
"63","us","Orleans Parish, LA",193
"64","us","Ector County, TX",5
"65","us","Avoyelles Parish, LA",2
"66","us","Rapides Parish, LA",9
"67","us","Sumter County, SC",12
"68","us","Comanche County, OK",13
"69","us","Mississippi County, AR",8
"70","us","Colleton County, SC",2
"71","us","Modoc County, CA",1
"72","us","Alameda County, CA",153
"73","us","Sumter County, GA",0
"74","us","Darlington County, SC",10
"75","us","Red River Parish, LA",0
"76","us","Lubbock County, TX",12
"77","us","Socorro County, NM",0
"78","us","Duval County, TX",1
"79","us","Bernalillo County, NM",50
"80","us","Marion County, TX",1
"81","us","Lee County, SC",0
"82","us","Shasta County, CA",7
"83","us","Laurens County, SC",6
"84","us","North Slope Borough, AK",1
"85","us","Hinds County, MS",66
"86","us","Cibola County, NM",1
"87","us","Tulsa County, OK",45
"88","us","Putnam County, FL",5
"89","us","Jefferson County, TX",20
"90","us","Ohio County, WV",0
"91","us","San Francisco County, CA",69
"92","us","Bamberg County, SC",0
"93","us","Merced County, CA",23
"94","us","Harris County, TX",307
"95","us","Jim Wells County, TX",13
"96","us","Oklahoma County, OK",83
"97","us","McKinley County, NM",7
"98","us","Mississippi County, MO",2
"99","us","Alpine County, CA",0
"100","us","Calhoun County, GA",0
"101","us","Dyer County, TN",0
"102","us","Clark County, NV",94
"103","us","Guadalupe County, NM",0
"104","us","San Juan County, NM",6
"105","us","Fairfield County, SC",4
"106","us","McDonald County, MO",1
"107","us","Taylor County, FL",3
"108","us","Wayne County, GA",8
"109","us","East Baton Rouge Parish, LA",84
"110","us","Leon County, FL",17
"111","us","Lander County, NV",0
"112","us","Orange County, FL",76
"113","us","Leflore County, MS",2
"114","us","Essex County, NJ",121
"115","us","Peach County, GA",0
"116","us","Burke County, GA",2
"117","us","Hamilton County, TN",26
"118","us","Miami-Dade County, FL",210
"119","us","Columbia County, FL",3
"120","us","Crockett County, TN",1
"121","us","Lenoir County, NC",1
"122","us","Hempstead County, AR",2
"123","us","Hutchinson County, TX",0
"124","us","Richmond city, VA",44
"125","us","Jefferson Davis County, MS",5
"126","us","Conecuh County, AL",1
"127","us","Morehouse Parish, LA",0
"128","us","Early County, GA",1
"129","us","Henderson County, TN",1
"130","us","Richmond County, NY",24
"131","us","New York County, NY",81
"132","us","Jefferson County, IL",0
"133","us","Bronx County, NY",71
"134","us","Queens County, NY",114
"135","us","Kings County, NY",129
"136","us","Warren County, GA",0
"137","us","Nash County, NC",11
"138","us","Lauderdale County, TN",2
"139","us","Cocke County, TN",3
"140","us","Bowie County, TX",7
"141","us","Hampton County, SC",0
"142","us","Hendry County, FL",0
"143","us","Duval County, FL",94
"144","us","Durham County, NC",21
"145","us","Greene County, MO",17
"146","us","Jefferson County, FL",0
"147","us","Escambia County, AL",3
"148","us","Horry County, SC",21
"149","us","Nueces County, TX",18
"150","us","Sedgwick County, KS",24
"151","us","Edgecombe County, NC",3
"152","us","Montgomery County, KS",1
"153","us","Caddo Parish, LA",17
"154","us","Graham County, AZ",1
"155","us","Madera County, CA",2
"156","us","Sebastian County, AR",6
"157","us","Emanuel County, GA",2
"158","us","Camden County, NJ",71
"159","us","Nye County, NV",0
"160","us","Greenlee County, AZ",1
"161","us","Alachua County, FL",10
"162","us","Union County, AR",1
"163","us","Peoria County, IL",14
"164","us","Madison County, AL",18
"165","us","Calhoun County, MI",11
"166","us","Williamsburg County, SC",4
"167","us","Roberts County, TX",0
"168","us","Bradley County, TN",1
"169","us","Anderson County, SC",18
"170","us","Denver County, CO",39
"171","us","Chester County, SC",2
"172","us","Lowndes County, AL",1
"173","us","Willacy County, TX",0
"174","us","Cook County, IL",566
"175","us","Clark County, IN",3
"176","us","DeKalb County, GA",80
"177","us","Potter County, TX",5
"178","us","Arkansas County, AR",0
"179","us","Chicot County, AR",0
"180","us","Cochise County, AZ",4
"181","us","Wyandotte County, KS",16
"182","us","Turner County, GA",0
"183","us","Lake County, CA",3
"184","us","Luna County, NM",0
"185","us","Manatee County, FL",26
"186","us","Hampden County, MA",11
"187","us","Haralson County, GA",1
"188","us","New Castle County, DE",46
"189","us","Calhoun County, AL",6
"190","us","Jackson County, IL",1
"191","us","St. James Parish, LA",1
"192","us","Sullivan County, TN",3
"193","us","Greenville County, SC",20
"194","us","Concordia Parish, LA",2
"195","us","Jefferson County, KY",78
"196","us","Kern County, CA",65
"197","us","Clayton County, GA",28
"198","us","Plumas County, CA",0
"199","us","Emporia city, VA",0
"200","us","Kershaw County, SC",2
"201","us","Mecosta County, MI",0
"202","us","Natchitoches Parish, LA",4
"203","us","Eddy County, NM",7
"204","us","Union County, SC",2
"205","us","West Carroll Parish, LA",0
"206","us","Vermilion County, IL",4
"207","us","Rio Arriba County, NM",1
"208","us","Cumberland County, NC",30
"209","us","Hardeman County, TN",4
"210","us","Independence County, AR",0
"211","us","St. Mary Parish, LA",1
"212","us","Chambers County, AL",1
"213","us","Tehama County, CA",3
"214","us","Brooks County, GA",0
"215","us","Champaign County, IL",4
"216","us","Glynn County, GA",6
"217","us","Petersburg city, VA",5
"218","us","Norfolk city, VA",34
"219","us","Henderson County, IL",0
"220","us","Sierra County, CA",0
"221","us","East Carroll Parish, LA",3
"222","us","Claiborne County, TN",1
"223","us","Mecklenburg County, NC",54
"224","us","Del Norte County, CA",1
"225","us","Prince George's County, MD",63
"226","us","Lafayette Parish, LA",17
"227","us","Butler County, MO",1
"228","us","Sumter County, AL",1
"229","us","Maury County, TN",5
"230","us","Mobile County, AL",46
"231","us","St. Landry Parish, LA",7
"232","us","Cumberland County, NJ",7
"233","us","Tift County, GA",5
"234","us","Pinellas County, FL",44
"235","us","Roanoke city, VA",9
"236","us","Clarendon County, SC",1
"237","us","Chaves County, NM",8
"238","us","Quitman County, GA",0
"239","us","Wicomico County, MD",5
"240","us","Sacramento County, CA",79
"241","us","Andrews County, TX",1
"242","us","Stanislaus County, CA",38
"243","us","Spalding County, GA",3
"244","us","Victoria County, TX",6
"245","us","St. Francis County, AR",4
"246","us","Wirt County, WV",0
"247","us","Halifax County, NC",7
"248","us","Jeff Davis County, GA",1
"249","us","Cecil County, MD",2
"250","us","Brevard County, FL",30
"251","us","Butler County, AL",6
"252","us","Montgomery County, TN",12
"253","us","Beaufort County, SC",12
"254","us","Forsyth County, NC",8
"255","us","Fresno County, CA",76
"256","us","Kent County, DE",4
"257","us","Howard County, TX",3
"258","us","Putnam County, GA",0
"259","us","Morgan County, MO",3
"260","us","Anson County, NC",1
"261","us","Allen County, OH",8
"262","us","Clinch County, GA",2
"263","us","Wilkes County, GA",1
"264","us","Muskegon County, MI",4
"265","us","Lincoln County, WV",2
"266","us","Gadsden County, FL",5
"267","us","Bullock County, AL",0
"268","us","Dauphin County, PA",18
"269","us","Hill County, MT",0
"270","us","Bibb County, GA",24
"271","us","Knox County, TN",25
"272","us","Vance County, NC",11
"273","us","Bryan County, OK",1
"274","us","Cuyahoga County, OH",99
"275","us","Taney County, MO",0
"276","us","Martin County, NC",3
"277","us","McMinn County, TN",0
"278","us","Dallas County, AR",2
"279","us","Delaware County, PA",30
"280","us","Ward County, TX",2
"281","us","Gibson County, TN",0
"282","us","Bristol County, MA",6
"283","us","Oconee County, SC",5
"284","us","Etowah County, AL",2
"285","us","Pontotoc County, OK",3
"286","us","Monroe County, FL",3
"287","us","Gonzales County, TX",2
"288","us","Abbeville County, SC",0
"289","us","Galax city, VA",0
"290","us","Dorchester County, MD",1
"291","us","Lawrence County, PA",4
"292","us","Ben Hill County, GA",0
"293","us","Kings County, CA",4
"294","us","Baltimore County, MD",24
"295","us","Des Moines County, IA",3
"296","us","Okeechobee County, FL",0
"297","us","Lancaster County, SC",13
"298","us","Lee County, IA",0
"299","us","Calcasieu Parish, LA",12
"300","us","Randall County, TX",6
"301","us","St. Charles Parish, LA",2
"302","us","Baldwin County, GA",2
"303","us","Pueblo County, CO",8
"304","us","Cherokee County, TX",2
"305","us","McNairy County, TN",0
"306","us","Lea County, NM",4
"307","us","Franklin County, AL",0
"308","us","Geary County, KS",1
"309","us","Tallapoosa County, AL",3
"310","us","DeWitt County, TX",0
"311","us","Bay County, FL",9
"312","us","Scotland County, NC",7
"313","us","St. Helena Parish, LA",0
"314","us","Washington Parish, LA",6
"315","us","Calhoun County, TX",0
"316","us","Johnson County, TN",2
"317","us","Valencia County, NM",4
"318","us","Gregg County, TX",7
"319","us","Kleberg County, TX",1
"320","us","Sheridan County, MT",0
"321","us","Muscogee County, GA",17
"322","us","Nantucket County, MA",0
"323","us","Decatur County, TN",0
"324","us","Osceola County, FL",8
"325","us","York County, SC",10
"326","us","Shawnee County, KS",19
"327","us","Pennington County, SD",5
"328","us","Ingham County, MI",13
"329","us","Cloud County, KS",0
"330","us","Bradford County, FL",0
"331","us","Douglas County, NE",41
"332","us","Colbert County, AL",2
"333","us","Passaic County, NJ",30
"334","us","Gray County, TX",0
"335","us","Portsmouth city, VA",11
"336","us","Monroe County, AL",0
"337","us","Union County, NM",0
"338","us","Hardin County, TN",1
"339","us","Clarke County, AL",0
"340","us","Pointe Coupee Parish, LA",0
"341","us","Crenshaw County, AL",1
"342","us","Marion County, FL",21
"343","us","Palm Beach County, FL",74
"344","us","Pima County, AZ",56
"345","us","Multnomah County, OR",24
"346","us","Georgetown County, SC",4
"347","us","Chesterfield County, SC",2
"348","us","Crisp County, GA",3
"349","us","Pottawatomie County, OK",4
"350","us","De Baca County, NM",0
"351","us","Calhoun County, SC",0
"352","us","Radford city, VA",1
"353","us","Broward County, FL",80
"354","us","Raleigh County, WV",9
"355","us","San Miguel County, NM",0
"356","us","Muscatine County, IA",0
"357","us","Dimmit County, TX",0
"358","us","Lincoln County, TN",2
"359","us","Okaloosa County, FL",2
"360","us","Reno County, KS",2
"361","us","Decatur County, GA",3
"362","us","Hamblen County, TN",0
"363","us","McCurtain County, OK",0
"364","us","Ramsey County, MN",15
"365","us","Tulare County, CA",33
"366","us","Ouachita Parish, LA",11
"367","us","Marengo County, AL",3
"368","us","Hampshire County, WV",0
"369","us","Clinton County, IA",0
"370","us","Barrow County, GA",0
"371","us","Erie County, NY",50
"372","us","Coffee County, TN",2
"373","us","Richmond County, NC",8
"374","us","Bourbon County, KS",0
"375","us","Atlantic County, NJ",30
"376","us","White Pine County, NV",0
"377","us","Sussex County, DE",6
"378","us","Kanawha County, WV",11
"379","us","Meigs County, TN",2
"380","us","Richmond County, GA",28
"381","us","Iron County, MO",1
"382","us","Newberry County, SC",1
"383","us","Morris County, TX",0
"384","us","Florence County, SC",6
"385","us","Hunt County, TX",1
"386","us","Roosevelt County, NM",0
"387","us","Claiborne Parish, LA",0
"388","us","Canadian County, OK",7
"389","us","Schenectady County, NY",7
"390","us","Liberty County, TX",1
"391","us","Russell County, AL",2
"392","us","Inyo County, CA",0
"393","us","Saluda County, SC",0
"394","us","Lawrence County, MO",1
"395","us","Charlottesville city, VA",2
"396","us","Hamilton County, OH",58
"397","us","Los Angeles County, CA",600
"398","us","Mercer County, NJ",26
"399","us","Rutherford County, TN",6
"400","us","Walker County, AL",2
"401","us","Leavenworth County, KS",0
"402","us","Scott County, IA",4
"403","us","Benton County, MO",1
"404","us","Putnam County, TN",0
"405","us","Dallas County, TX",165
"406","us","Anne Arundel County, MD",13
"407","us","Guilford County, NC",28
"408","us","Iron County, WI",0
"409","us","Hudson County, NJ",15
"410","us","Jefferson Parish, LA",37
"411","us","Grenada County, MS",7
"412","us","Catahoula Parish, LA",3
"413","us","Franklin County, OH",80
"414","us","Alamance County, NC",4
"415","us","Madison Parish, LA",0
"416","us","Gulf County, FL",1
"417","us","Monroe County, TN",5
"418","us","Randolph County, WV",2
"419","us","Monterey County, CA",45
"420","us","Washington County, AR",7
"421","us","Laclede County, MO",1
"422","us","Solano County, CA",28
"423","us","Wilbarger County, TX",1
"424","us","Sweetwater County, WY",3
"425","us","Hemphill County, TX",0
"426","us","San Bernardino County, CA",102
"427","us","Forest County, PA",2
"428","us","Tuscaloosa County, AL",10
"429","us","Berrien County, MI",3
"430","us","DeSoto County, FL",1
"431","us","Spartanburg County, SC",10
"432","us","Volusia County, FL",19
"433","us","Bexar County, TX",101
"434","us","Worcester County, MA",14
"435","us","Wichita County, TX",6
"436","us","Clay County, AL",0
"437","us","Black Hawk County, IA",5
"438","us","Webb County, TX",8
"439","us","Lawrence County, TN",2
"440","us","Pierce County, WA",38
"441","us","Polk County, GA",3
"442","us","Kent County, MD",0
"443","us","Cowley County, KS",0
"444","us","Barton County, KS",0
"445","us","Hockley County, TX",1
"446","us","Schoolcraft County, MI",0
"447","us","Webster County, IA",0
"448","us","Rusk County, TX",0
"449","us","Jackson County, FL",0
"450","us","Warren County, IL",0
"451","us","Cumberland County, TN",2
"452","us","Stone County, MO",1
"453","us","McLennan County, TX",9
"454","us","Trousdale County, TN",0
"455","us","Barnstable County, MA",1
"456","us","Coffee County, GA",4
"457","us","Winkler County, TX",0
"458","us","Wayne County, NC",20
"459","us","La Salle Parish, LA",0
"460","us","White County, TN",1
"461","us","Stonewall County, TX",0
"462","us","Tipton County, TN",5
"463","us","Brazos County, TX",5
"464","us","Dorchester County, SC",8
"465","us","Finney County, KS",0
"466","us","Newport News city, VA",21
"467","us","Jasper County, MO",3
"468","us","Tarrant County, TX",73
"469","us","Cherokee County, AL",1
"470","us","Cole County, MO",2
"471","us","Desha County, AR",0
"472","us","Hopewell city, VA",2
"473","us","Lake County, IN",62
"474","us","Orangeburg County, SC",13
"475","us","Huerfano County, CO",0
"476","us","Pike County, AL",4
"477","us","Polk County, MO",1
"478","us","Oglethorpe County, GA",1
"479","us","Zavala County, TX",1
"480","us","Dale County, AL",1
"481","us","Dallam County, TX",1
"482","us","Mendocino County, CA",6
"483","us","Vernon County, MO",0
"484","us","Lassen County, CA",1
"485","us","Maricopa County, AZ",208
"486","us","Hennepin County, MN",49
"487","us","Allegheny County, PA",81
"488","us","Ellis County, KS",0
"489","us","Ware County, GA",3
"490","us","Childress County, TX",0
"491","us","Hidalgo County, NM",0
"492","us","Bartow County, GA",2
"493","us","Hardin County, IL",0
"494","us","Clay County, FL",7
"495","us","Elkhart County, IN",8
"496","us","Washington County, TN",1
"497","us","Bell County, TX",17
"498","us","Cedar County, MO",0
"499","us","Charleston County, SC",26
"500","us","Camden County, GA",2
"501","us","Greene County, TN",5
"502","us","Houston County, AL",7
"503","us","Curry County, NM",4
"504","us","Contra Costa County, CA",56
"505","us","Wilson County, NC",9
"506","us","Wharton County, TX",1
"507","us","Mariposa County, CA",3
"508","us","Montgomery County, OH",32
"509","us","Pitt County, NC",11
"510","us","La Paz County, AZ",0
"511","us","Monroe County, PA",4
"512","us","Fredericksburg city, VA",2
"513","us","Massac County, IL",1
"514","us","Logan County, WV",3
"515","us","Montgomery County, AL",45
"516","us","Lake County, MT",1
"517","us","Pulaski County, MO",3
"518","us","Kent County, MI",22
"519","us","Sequatchie County, TN",0
"520","us","Robertson County, TN",3
"521","us","Henry County, MO",0
"522","us","Clarke County, GA",5
"523","us","Dunklin County, MO",0
"524","us","St. Lucie County, FL",7
"525","us","Uvalde County, TX",3
"526","us","Franklin city, VA",1
"527","us","New Haven County, CT",33
"528","us","McMullen County, TX",0
"529","us","Walker County, TX",1
"530","us","Bacon County, GA",0
"531","us","Smith County, TX",6
"532","us","Warren County, MS",2
"533","us","New Hanover County, NC",9
"534","us","Harvey County, KS",0
"535","us","El Paso County, TX",28
"536","us","Garland County, AR",10
"537","us","Sierra County, NM",1
"538","us","Yuba County, CA",6
"539","us","Henry County, AL",4
"540","us","Lincoln County, GA",0
"541","us","Clark County, AR",5
"542","us","Colquitt County, GA",4
"543","us","Roosevelt County, MT",0
"544","us","Santa Cruz County, CA",10
"545","us","Bienville Parish, LA",0
"546","us","Macon County, IL",6
"547","us","Jennings County, IN",0
"548","us","Chatham County, GA",24
"549","us","Shannon County, MO",0
"550","us","Jackson County, AL",0
"551","us","Caddo County, OK",1
"552","us","Adams County, IA",0
"553","us","Liberty County, GA",2
"554","us","Panola County, MS",5
"555","us","Bedford County, TN",1
"556","us","Vermilion Parish, LA",7
"557","us","Buchanan County, MO",1
"558","us","Terrebonne Parish, LA",5
"559","us","Ford County, KS",2
"560","us","Angelina County, TX",5
"561","us","Berkeley County, SC",16
"562","us","Irwin County, GA",0
"563","us","Niagara County, NY",4
"564","us","DeKalb County, AL",0
"565","us","Stephens County, GA",4
"566","us","Livingston Parish, LA",1
"567","us","Navarro County, TX",0
"568","us","Giles County, TN",1
"569","us","El Paso County, CO",20
"570","us","Butler County, OH",10
"571","us","Jasper County, TX",2
"572","us","Pickens County, SC",9
"573","us","Warren County, TN",1
"574","us","Elbert County, GA",2
"575","us","Summit County, OH",27
"576","us","Santa Barbara County, CA",6
"577","us","Terrell County, GA",2
"578","us","San Benito County, CA",1
"579","us","Scott County, KY",1
"580","us","Charles County, MD",6
"581","us","Allendale County, SC",0
"582","us","Grimes County, TX",1
"583","us","Kalamazoo County, MI",13
"584","us","Crawford County, GA",1
"585","us","Washoe County, NV",12
"586","us","Assumption Parish, LA",2
"587","us","Onondaga County, NY",15
"588","us","Rock Island County, IL",4
"589","us","Gaston County, NC",6
"590","us","Anderson County, TX",3
"591","us","Essex County, MA",8
"592","us","Atkinson County, GA",1
"593","us","Henderson County, TX",2
"594","us","Wyoming County, WV",1
"595","us","Hart County, GA",0
"596","us","Campbell County, TN",1
"597","us","Winston County, AL",1
"598","us","Douglas County, KS",0
"599","us","Mason County, IL",0
"600","us","Kent County, TX",0
"601","us","Sunflower County, MS",2
"602","us","Cass County, MN",3
"603","us","Columbus County, NC",4
"604","us","Fayette County, KY",16
"605","us","Seminole County, GA",1
"606","us","San Diego County, CA",107
"607","us","Williams County, ND",1
"608","us","Brown County, TX",3
"609","us","Kay County, OK",0
"610","us","Taylor County, TX",3
"611","us","Musselshell County, MT",0
"612","us","Spokane County, WA",18
"613","us","Mercer County, WV",5
"614","us","Rhea County, TN",0
"615","us","Marshall County, IA",1
"616","us","Chesapeake city, VA",12
"617","us","Morgan County, TN",2
"618","us","Plymouth County, MA",7
"619","us","Boone County, MO",3
"620","us","Lancaster County, NE",4
"621","us","Allegany County, MD",3
"622","us","Caldwell County, TX",0
"623","us","Monroe County, AR",1
"624","us","Pratt County, KS",0
"625","us","Mahoning County, OH",25
"626","us","Scurry County, TX",1
"627","us","Glacier County, MT",1
"628","us","Dixie County, FL",0
"629","us","Oregon County, MO",1
"630","us","Reynolds County, MO",3
"631","us","Jackson County, AR",0
"632","us","Newton County, GA",5
"633","us","Lamar County, TX",5
"634","us","Cape Girardeau County, MO",3
"635","us","Sonoma County, CA",4
"636","us","Drew County, AR",1
"637","us","Bladen County, NC",2
"638","us","Walton County, FL",1
"639","us","Worcester County, MD",1
"640","us","Poinsett County, AR",2
"641","us","Lincoln County, OR",0
"642","us","Yakima County, WA",19
"643","us","Washington County, IA",0
"644","us","Atchison County, KS",0
"645","us","Robertson County, TX",0
"646","us","Rockdale County, GA",1
"647","us","Navajo County, AZ",3
"648","us","Fannin County, GA",0
"649","us","Henry County, VA",5
"650","us","Franklin County, IL",0
"651","us","Gilpin County, CO",0
"652","us","Floyd County, GA",5
"653","us","Monroe County, NY",41
"654","us","Amador County, CA",0
"655","us","Ouachita County, AR",2
"656","us","Boone County, AR",1
"657","us","Orange County, TX",1
"658","us","Santa Fe County, NM",6
"659","us","Pasquotank County, NC",3
"660","us","Chilton County, AL",0
"661","us","Suwannee County, FL",1
"662","us","Hillsborough County, FL",53
"663","us","Obion County, TN",0
"664","us","St. Martin Parish, LA",3
"665","us","Floyd County, TX",1
"666","us","Williamson County, IL",0
"667","us","Juneau City and Borough, AK",0
"668","us","Beaufort County, NC",1
"669","us","Caldwell County, MO",0
"670","us","Caroline County, MD",3
"671","us","Limestone County, TX",2
"672","us","Elko County, NV",6
"673","us","Mitchell County, TX",0
"674","us","Tillman County, OK",0
"675","us","Granville County, NC",0
"676","us","Lexington County, SC",12
"677","us","Providence County, RI",30
"678","us","Harrison County, TX",3
"679","us","Polk County, FL",39
"680","us","Dickson County, TN",4
"681","us","Swisher County, TX",0
"682","us","Grant County, NM",0
"683","us","Cross County, AR",0
"684","us","Yuma County, AZ",8
"685","us","Bristol city, VA",2
"686","us","Napa County, CA",2
"687","us","Stokes County, NC",2
"688","us","Travis County, TX",32
"689","us","Blount County, TN",3
"690","us","Clinton County, MO",1
"691","us","Union County, NJ",28
"692","us","Lynchburg city, VA",3
"693","us","DeKalb County, TN",2
"694","us","Torrance County, NM",0
"695","us","San Patricio County, TX",4
"696","us","Ste. Genevieve County, MO",1
"697","us","Anderson County, TN",3
"698","us","Hughes County, SD",4
"699","us","Lauderdale County, MS",12
"700","us","Hansford County, TX",0
"701","us","McCormick County, SC",0
"702","us","Coffee County, AL",2
"703","us","Hamilton County, FL",0
"704","us","St. Joseph County, IN",21
"705","us","Thomas County, GA",3
"706","us","Tunica County, MS",4
"707","us","Saline County, IL",0
"708","us","Surry County, VA",1
"709","us","Weakley County, TN",2
"710","us","Laurens County, GA",3
"711","us","Cheatham County, TN",1
"712","us","Saline County, KS",2
"713","us","Pulaski County, IL",0
"714","us","Washington County, NC",0
"715","us","Lee County, FL",45
"716","us","Pulaski County, GA",0
"717","us","Cleveland County, OK",13
"718","us","Winn Parish, LA",1
"719","us","Marshall County, TN",1
"720","us","King County, WA",57
"721","us","Grady County, OK",1
"722","us","Los Alamos County, NM",0
"723","us","Franklin County, KY",3
"724","us","Adams County, CO",22
"725","us","Bastrop County, TX",0
"726","us","Lanier County, GA",0
"727","us","Wilcox County, AL",0
"728","us","Tate County, MS",1
"729","us","Coconino County, AZ",4
"730","us","Labette County, KS",0
"731","us","Lewis County, TN",0
"732","us","Sutter County, CA",5
"733","us","Seward County, KS",0
"734","us","Sevier County, TN",1
"735","us","Berkshire County, MA",0
"736","us","Clay County, MS",4
"737","us","Washington County, CO",0
"738","us","Hamilton County, IA",0
"739","us","Houston County, GA",8
"740","us","Berks County, PA",21
"741","us","Russell County, KS",0
"742","us","Lucas County, IA",0
"743","us","Cabell County, WV",2
"744","us","Seminole County, FL",17
"745","us","Aiken County, SC",13
"746","us","Crawford County, KS",1
"747","us","Ashland County, WI",0
"748","us","Appanoose County, IA",0
"749","us","Manassas city, VA",3
"750","us","Albany County, NY",5
"751","us","Matagorda County, TX",1
"752","us","Indiana County, PA",5
"753","us","Montgomery County, IL",0
"754","us","Minnehaha County, SD",2
"755","us","Webster Parish, LA",1
"756","us","Marion County, AR",0
"757","us","Lamar County, GA",3
"758","us","Gordon County, GA",4
"759","us","Blaine County, ID",1
"760","us","San Luis Obispo County, CA",6
"761","us","Nacogdoches County, TX",1
"762","us","Talladega County, AL",3
"763","us","Duplin County, NC",9
"764","us","Webster County, WV",3
"765","us","Yadkin County, NC",2
"766","us","Washington County, AL",2
"767","us","West Baton Rouge Parish, LA",4
"768","us","Lincoln Parish, LA",3
"769","us","Union County, TN",2
"770","us","Tama County, IA",0
"771","us","Citrus County, FL",5
"772","us","Lake County, FL",8
"773","us","Wood County, WV",1
"774","us","Lake County, TN",0
"775","us","Wilson County, TN",4
"776","us","Valley County, ID",0
"777","us","Craighead County, AR",4
"778","us","Pierce County, GA",0
"779","us","Stillwater County, MT",0
"780","us","Salt Lake County, UT",27
"781","us","Sabine Parish, LA",0
"782","us","Howell County, MO",1
"783","us","Shelby County, TX",5
"784","us","Logan County, KS",0
"785","us","Putnam County, WV",1
"786","us","McDowell County, WV",0
"787","us","Ripley County, MO",0
"788","us","Dodge County, GA",0
"789","us","Swain County, NC",1
"790","us","McLean County, IL",1
"791","us","Waynesboro city, VA",0
"792","us","Yavapai County, AZ",12
"793","us","San Augustine County, TX",0
"794","us","Beaver County, PA",6
"795","us","Pasco County, FL",12
"796","us","Licking County, OH",0
"797","us","Lowndes County, GA",5
"798","us","Lee County, TX",0
"799","us","Suffolk city, VA",2
"800","us","Doniphan County, KS",0
"801","us","Ford County, IL",0
"802","us","Geneva County, AL",0
"803","us","Edgar County, IL",0
"804","us","Franklin County, MA",1
"805","us","Mesa County, CO",5
"806","us","Jackson County, OR",4
"807","us","Sarasota County, FL",17
"808","us","Hidalgo County, TX",30
"809","us","Lee County, GA",1
"810","us","Crawford County, AR",1
"811","us","Jackson County, MI",7
"812","us","Franklin County, AR",2
"813","us","Troup County, GA",5
"814","us","Pawnee County, KS",0
"815","us","Marshall County, SD",0
"816","us","Danville city, VA",3
"817","us","Chariton County, MO",0
"818","us","Faulkner County, AR",4
"819","us","Little River County, AR",0
"820","us","Ozark County, MO",1
"821","us","Harmon County, OK",1
"822","us","Cherokee County, SC",3
"823","us","Rowan County, NC",3
"824","us","Polk County, IA",8
"825","us","Mono County, CA",0
"826","us","Chowan County, NC",0
"827","us","Lonoke County, AR",0
"828","us","Quay County, NM",0
"829","us","St. Joseph County, MI",0
"830","us","Catawba County, NC",13
"831","us","Adair County, OK",1
"832","us","Grant County, AR",1
"833","us","Henry County, TN",1
"834","us","Garfield County, WA",0
"835","us","Marion County, TN",0
"836","us","Craven County, NC",3
"837","us","Gunnison County, CO",0
"838","us","Vanderburgh County, IN",8
"839","us","Howard County, AR",0
"840","us","Hardy County, WV",0
"841","us","Kankakee County, IL",8
"842","us","Indian River County, FL",1
"843","us","Somerset County, MD",3
"844","us","Bates County, MO",0
"845","us","Butte County, CA",11
"846","us","Mahnomen County, MN",0
"847","us","Stephens County, OK",3
"848","us","Wayne County, IL",0
"849","us","Stewart County, TN",1
"850","us","Jefferson County, GA",0
"851","us","Kearny County, KS",0
"852","us","Panola County, TX",0
"853","us","Pecos County, TX",1
"854","us","Hartford County, CT",34
"855","us","Woodbury County, IA",3
"856","us","Cowlitz County, WA",4
