"","country","county","murders"
"4300","mx","SAN JOSE CHILTEPEC, OAXACA",4
"4301","mx","SAN JOSE DEL PEÑASCO, OAXACA",5
"4302","mx","SAN JOSE ESTANCIA GRANDE, OAXACA",1
"4303","mx","SAN JOSE INDEPENDENCIA, OAXACA",2
"4304","mx","SAN JOSE LACHIGUIRI, OAXACA",4
"4305","mx","SAN JOSE TENANGO, OAXACA",6
"4306","mx","SAN JUAN ACHIUTLA, OAXACA",0
"4307","mx","SAN JUAN ATEPEC, OAXACA",0
"4308","mx","ANIMAS TRUJANO, OAXACA",0
"4309","mx","SAN JUAN BAUTISTA ATATLAHUCA, OAXACA",1
"4310","mx","SAN JUAN BAUTISTA COIXTLAHUACA, OAXACA",1
"4311","mx","SAN JUAN BAUTISTA CUICATLAN, OAXACA",5
"4312","mx","SAN JUAN BAUTISTA GUELACHE, OAXACA",1
"4313","mx","SAN JUAN BAUTISTA JAYACATLAN, OAXACA",0
"4314","mx","SAN JUAN BAUTISTA LO DE SOTO, OAXACA",1
"4315","mx","SAN JUAN BAUTISTA SUCHITEPEC, OAXACA",0
"4316","mx","SAN JUAN BAUTISTA TLACOATZINTEPEC, OAXACA",1
"4317","mx","SAN JUAN BAUTISTA TLACHICHILCO, OAXACA",0
"4318","mx","SAN JUAN BAUTISTA TUXTEPEC, OAXACA",101
"4319","mx","SAN JUAN CACAHUATEPEC, OAXACA",6
"4320","mx","SAN JUAN CIENEGUILLA, OAXACA",0
"4321","mx","SAN JUAN COATZOSPAM, OAXACA",1
"4322","mx","SAN JUAN COLORADO, OAXACA",2
"4323","mx","SAN JUAN COMALTEPEC, OAXACA",0
"4324","mx","SAN JUAN COTZOCON, OAXACA",8
"4325","mx","SAN JUAN CHICOMEZUCHIL, OAXACA",0
"4326","mx","SAN JUAN CHILATECA, OAXACA",0
"4327","mx","SAN JUAN DEL ESTADO, OAXACA",2
"4328","mx","SAN JUAN DEL RIO, OAXACA",0
"4329","mx","SAN JUAN DIUXI, OAXACA",0
"4330","mx","SAN JUAN EVANGELISTA ANALCO, OAXACA",0
"4331","mx","SAN JUAN GUELAVIA, OAXACA",2
"4332","mx","SAN JUAN GUICHICOVI, OAXACA",8
"4333","mx","SAN JUAN IHUALTEPEC, OAXACA",1
"4334","mx","SAN JUAN JUQUILA MIXES, OAXACA",1
"4335","mx","SAN JUAN JUQUILA VIJANOS, OAXACA",0
"4336","mx","SAN JUAN LACHAO, OAXACA",0
"4337","mx","SAN JUAN LACHIGALLA, OAXACA",1
"4338","mx","SAN JUAN LAJARCIA, OAXACA",0
"4339","mx","SAN JUAN LALANA, OAXACA",7
"4340","mx","SAN JUAN DE LOS CUES, OAXACA",0
"4341","mx","SAN JUAN MAZATLAN, OAXACA",3
"4342","mx","SAN JUAN MIXTEPEC DTO 08, OAXACA",0
"4343","mx","SAN JUAN MIXTEPEC DTO 26, OAXACA",2
"4344","mx","SAN JUAN ÑUMI, OAXACA",2
"4345","mx","SAN JUAN OZOLOTEPEC, OAXACA",4
"4346","mx","SAN JUAN PETLAPA, OAXACA",0
"4347","mx","SAN JUAN QUIAHIJE, OAXACA",4
"4348","mx","SAN JUAN QUIOTEPEC, OAXACA",0
"4349","mx","SAN JUAN SAYULTEPEC, OAXACA",0
"4350","mx","SAN JUAN TABAA, OAXACA",0
"4351","mx","SAN JUAN TAMAZOLA, OAXACA",1
"4352","mx","SAN JUAN TEITA, OAXACA",0
"4353","mx","SAN JUAN TEITIPAC, OAXACA",1
"4354","mx","SAN JUAN TEPEUXILA, OAXACA",0
"4355","mx","SAN JUAN TEPOSCOLULA, OAXACA",0
"4356","mx","SAN JUAN YAEE, OAXACA",0
"4357","mx","SAN JUAN YATZONA, OAXACA",0
"4358","mx","SAN JUAN YUCUITA, OAXACA",1
"4359","mx","SAN LORENZO, OAXACA",1
"4360","mx","SAN LORENZO ALBARRADAS, OAXACA",3
"4361","mx","SAN LORENZO CACAOTEPEC, OAXACA",5
"4362","mx","SAN LORENZO CUAUNECUILTITLA, OAXACA",0
"4363","mx","SAN LORENZO TEXMELUCAN, OAXACA",3
"4364","mx","SAN LORENZO VICTORIA, OAXACA",0
"4365","mx","SAN LUCAS CAMOTLAN, OAXACA",1
"4366","mx","SAN LUCAS OJITLAN, OAXACA",7
"4367","mx","SAN LUCAS QUIAVINI, OAXACA",0
"4368","mx","SAN LUCAS ZOQUIAPAM, OAXACA",2
"4369","mx","SAN LUIS AMATLAN, OAXACA",0
"4370","mx","SAN MARCIAL OZOLOTEPEC, OAXACA",2
"4371","mx","SAN MARCOS ARTEAGA, OAXACA",1
"4372","mx","SAN MARTIN DE LOS CANSECOS, OAXACA",0
"4373","mx","SAN MARTIN HUAMELULPAM, OAXACA",0
"4374","mx","SAN MARTIN ITUNYOSO, OAXACA",1
"4375","mx","SAN MARTIN LACHILA, OAXACA",2
"4376","mx","SAN MARTIN PERAS, OAXACA",4
"4377","mx","SAN MARTIN TILCAJETE, OAXACA",0
"4378","mx","SAN MARTIN TOXPALAN, OAXACA",1
"4379","mx","SAN MARTIN ZACATEPEC, OAXACA",0
"4380","mx","SAN MATEO CAJONOS, OAXACA",0
"4381","mx","CAPULALPAM DE MENDEZ, OAXACA",0
"4382","mx","SAN MATEO DEL MAR, OAXACA",1
"4383","mx","SAN MATEO YOLOXOCHITLAN, OAXACA",0
"4384","mx","SAN MATEO ETLATONGO, OAXACA",3
"4385","mx","SAN MATEO NEJAPAM, OAXACA",0
"4386","mx","SAN MATEO PEÑASCO, OAXACA",0
"4387","mx","SAN MATEO PIÑAS, OAXACA",3
"4388","mx","SAN MATEO RIO HONDO, OAXACA",2
"4389","mx","SAN MATEO SINDIHUI, OAXACA",1
"4390","mx","SAN MATEO TLAPILTEPEC, OAXACA",0
"4391","mx","SAN MELCHOR BETAZA, OAXACA",0
"4392","mx","SAN MIGUEL ACHIUTLA, OAXACA",1
"4393","mx","SAN MIGUEL AHUEHUETITLAN, OAXACA",2
"4394","mx","SAN MIGUEL ALOAPAM, OAXACA",1
"4395","mx","SAN MIGUEL AMATITLAN, OAXACA",1
"4396","mx","SAN MIGUEL AMATLAN, OAXACA",0
"4397","mx","SAN MIGUEL COATLAN, OAXACA",0
"4398","mx","SAN MIGUEL CHICAHUA, OAXACA",0
"4399","mx","SAN MIGUEL CHIMALAPA, OAXACA",2
"4400","mx","SAN MIGUEL DEL PUERTO, OAXACA",1
"4401","mx","SAN MIGUEL DEL RIO, OAXACA",0
"4402","mx","SAN MIGUEL EJUTLA, OAXACA",1
"4403","mx","SAN MIGUEL EL GRANDE, OAXACA",2
"4404","mx","SAN MIGUEL HUAUTLA, OAXACA",1
"4405","mx","SAN MIGUEL MIXTEPEC, OAXACA",0
"4406","mx","SAN MIGUEL PANIXTLAHUACA, OAXACA",4
"4407","mx","SAN MIGUEL PERAS, OAXACA",1
"4408","mx","SAN MIGUEL PIEDRAS, OAXACA",0
"4409","mx","SAN MIGUEL QUETZALTEPEC, OAXACA",0
"4410","mx","SAN MIGUEL SANTA FLOR, OAXACA",0
"4411","mx","VILLA SOLA DE VEGA, OAXACA",11
"4412","mx","SAN MIGUEL SOYALTEPEC, OAXACA",17
"4413","mx","SAN MIGUEL SUCHIXTEPEC, OAXACA",4
"4414","mx","VILLA TALEA DE CASTRO, OAXACA",2
"4415","mx","SAN MIGUEL TECOMATLAN, OAXACA",0
"4416","mx","SAN MIGUEL TENANGO, OAXACA",0
"4417","mx","SAN MIGUEL TEQUIXTEPEC, OAXACA",0
"4418","mx","SAN MIGUEL TILQUIAPAM, OAXACA",0
"4419","mx","SAN MIGUEL TLACAMAMA, OAXACA",2
"4420","mx","SAN MIGUEL TLACOTEPEC, OAXACA",2
"4421","mx","SAN MIGUEL TULANCINGO, OAXACA",0
"4422","mx","SAN MIGUEL YOTAO, OAXACA",0
"4423","mx","SAN NICOLAS, OAXACA",0
"4424","mx","SAN NICOLAS HIDALGO, OAXACA",0
"4425","mx","SAN PABLO COATLAN, OAXACA",5
"4426","mx","SAN PABLO CUATRO VENADOS, OAXACA",0
"4427","mx","SAN PABLO ETLA, OAXACA",7
"4428","mx","SAN PABLO HUITZO, OAXACA",4
"4429","mx","SAN PABLO HUIXTEPEC, OAXACA",0
"4430","mx","SAN PABLO MACUILTIANGUIS, OAXACA",0
"4431","mx","SAN PABLO TIJALTEPEC, OAXACA",0
"4432","mx","SAN PABLO VILLA DE MITLA, OAXACA",1
"4433","mx","SAN PABLO YAGANIZA, OAXACA",0
"4434","mx","SAN PEDRO AMUZGOS, OAXACA",1
"4435","mx","SAN PEDRO APOSTOL, OAXACA",0
"4436","mx","SAN PEDRO ATOYAC, OAXACA",3
"4437","mx","SAN PEDRO CAJONOS, OAXACA",0
"4438","mx","SAN PEDRO COXCALTEPEC CANTAROS, OAXACA",0
"4439","mx","SAN PEDRO COMITANCILLO, OAXACA",3
"4440","mx","SAN PEDRO EL ALTO, OAXACA",0
"4441","mx","SAN PEDRO HUAMELULA, OAXACA",3
"4442","mx","SAN PEDRO HUILOTEPEC, OAXACA",0
"4443","mx","SAN PEDRO IXCATLAN, OAXACA",9
"4444","mx","SAN PEDRO IXTLAHUACA, OAXACA",2
"4445","mx","SAN PEDRO JALTEPETONGO, OAXACA",1
"4446","mx","SAN PEDRO JICAYAN, OAXACA",2
"4447","mx","SAN PEDRO JOCOTIPAC, OAXACA",0
"4448","mx","SAN PEDRO JUCHATENGO, OAXACA",1
"4449","mx","SAN PEDRO MARTIR, OAXACA",0
"4450","mx","SAN PEDRO MARTIR QUIECHAPA, OAXACA",0
"4451","mx","SAN PEDRO MARTIR YUCUXACO, OAXACA",0
"4452","mx","SAN PEDRO MIXTEPEC DTO 22, OAXACA",27
"4453","mx","SAN PEDRO MIXTEPEC DTO 26, OAXACA",0
"4454","mx","SAN PEDRO MOLINOS, OAXACA",0
"4455","mx","SAN PEDRO NOPALA, OAXACA",0
"4456","mx","SAN PEDRO OCOPETATILLO, OAXACA",0
"4457","mx","SAN PEDRO OCOTEPEC, OAXACA",0
"4458","mx","SAN PEDRO POCHUTLA, OAXACA",35
"4459","mx","SAN PEDRO QUIATONI, OAXACA",0
"4460","mx","SAN PEDRO SOCHIAPAM, OAXACA",1
"4461","mx","SAN PEDRO TAPANATEPEC, OAXACA",14
"4462","mx","SAN PEDRO TAVICHE, OAXACA",0
"4463","mx","SAN PEDRO TEOZACOALCO, OAXACA",1
"4464","mx","SAN PEDRO TEUTILA, OAXACA",0
"4465","mx","SAN PEDRO TIDAA, OAXACA",0
"4466","mx","SAN PEDRO TOPILTEPEC, OAXACA",0
"4467","mx","SAN PEDRO TOTOLAPAM, OAXACA",5
"4468","mx","VILLA DE TUTUTEPEC DE MELCHOR OCAMPO, OAXACA",40
"4469","mx","SAN PEDRO YANERI, OAXACA",1
"4470","mx","SAN PEDRO YOLOX, OAXACA",0
"4471","mx","SAN PEDRO Y SAN PABLO AYUTLA, OAXACA",1
"4472","mx","VILLA DE ETLA, OAXACA",4
"4473","mx","SAN PEDRO Y SAN PABLO TEPOSCOLULA, OAXACA",1
"4474","mx","SAN PEDRO Y SAN PABLO TEQUIXTEPEC, OAXACA",1
"4475","mx","SAN PEDRO YUCUNAMA, OAXACA",0
"4476","mx","SAN RAYMUNDO JALPAN, OAXACA",1
"4477","mx","SAN SEBASTIAN ABASOLO, OAXACA",0
"4478","mx","SAN SEBASTIAN COATLAN, OAXACA",0
"4479","mx","SAN SEBASTIAN IXCAPA, OAXACA",0
"4480","mx","SAN SEBASTIAN NICANANDUTA, OAXACA",0
"4481","mx","SAN SEBASTIAN RIO HONDO, OAXACA",1
"4482","mx","SAN SEBASTIAN TECOMAXTLAHUACA, OAXACA",4
"4483","mx","SAN SEBASTIAN TEITIPAC, OAXACA",0
"4484","mx","SAN SEBASTIAN TUTLA, OAXACA",3
"4485","mx","SAN SIMON ALMOLONGAS, OAXACA",0
"4486","mx","SAN SIMON ZAHUATLAN, OAXACA",0
"4487","mx","SANTA ANA, OAXACA",0
"4488","mx","SANTA ANA ATEIXTLAHUACA, OAXACA",0
"4489","mx","SANTA ANA CUAUHTEMOC, OAXACA",0
"4490","mx","SANTA ANA DEL VALLE, OAXACA",0
"4491","mx","SANTA ANA TAVELA, OAXACA",0
"4492","mx","SANTA ANA TLAPACOYAN, OAXACA",0
"4493","mx","SANTA ANA YARENI, OAXACA",0
"4494","mx","SANTA ANA ZEGACHE, OAXACA",1
"4495","mx","SANTA CATALINA QUIERI, OAXACA",1
"4496","mx","SANTA CATARINA CUIXTLA, OAXACA",0
"4497","mx","SANTA CATARINA IXTEPEJI, OAXACA",2
"4498","mx","SANTA CATARINA JUQUILA, OAXACA",7
"4499","mx","SANTA CATARINA LACHATAO, OAXACA",0
"4500","mx","SANTA CATARINA LOXICHA, OAXACA",5
"4501","mx","SANTA CATARINA MECHOACAN, OAXACA",0
"4502","mx","SANTA CATARINA MINAS, OAXACA",0
"4503","mx","SANTA CATARINA QUIANE, OAXACA",0
"4504","mx","SANTA CATARINA TAYATA, OAXACA",0
"4505","mx","SANTA CATARINA TICUA, OAXACA",0
"4506","mx","SANTA CATARINA YOSONOTU, OAXACA",1
"4507","mx","SANTA CATARINA ZAPOQUILA, OAXACA",0
"4508","mx","SANTA CRUZ ACATEPEC, OAXACA",0
"4509","mx","SANTA CRUZ AMILPAS, OAXACA",2
"4510","mx","SANTA CRUZ DE BRAVO, OAXACA",0
"4511","mx","SANTA CRUZ ITUNDUJIA, OAXACA",6
"4512","mx","SANTA CRUZ MIXTEPEC, OAXACA",0
"4513","mx","SANTA CRUZ NUNDACO, OAXACA",1
"4514","mx","SANTA CRUZ PAPALUTLA, OAXACA",0
"4515","mx","SANTA CRUZ TACACHE DE MINA, OAXACA",0
"4516","mx","SANTA CRUZ TACAHUA, OAXACA",0
"4517","mx","SANTA CRUZ TAYATA, OAXACA",1
"4518","mx","SANTA CRUZ XITLA, OAXACA",1
"4519","mx","SANTA CRUZ XOXOCOTLAN, OAXACA",29
"4520","mx","SANTA CRUZ ZENZONTEPEC, OAXACA",6
"4521","mx","SANTA GERTRUDIS, OAXACA",1
"4522","mx","SANTA INES DEL MONTE, OAXACA",0
"4523","mx","SANTA INES YATZECHE, OAXACA",0
"4524","mx","SANTA LUCIA DEL CAMINO, OAXACA",20
"4525","mx","SANTA LUCIA MIAHUATLAN, OAXACA",2
"4526","mx","SANTA LUCIA MONTEVERDE, OAXACA",0
"4527","mx","SANTA LUCIA OCOTLAN, OAXACA",0
"4528","mx","SANTA MARIA ALOTEPEC, OAXACA",0
"4529","mx","SANTA MARIA APAZCO, OAXACA",0
"4530","mx","SANTA MARIA LA ASUNCION, OAXACA",0
"4531","mx","HEROICA CIUDAD DE TLAXIACO, OAXACA",19
"4532","mx","AYOQUEZCO DE ALDAMA, OAXACA",0
"4533","mx","SANTA MARIA ATZOMPA, OAXACA",8
"4534","mx","SANTA MARIA CAMOTLAN, OAXACA",0
"4535","mx","SANTA MARIA COLOTEPEC, OAXACA",17
"4536","mx","SANTA MARIA CORTIJO, OAXACA",0
"4537","mx","SANTA MARIA COYOTEPEC, OAXACA",3
"4538","mx","SANTA MARIA CHACHOAPAM, OAXACA",0
"4539","mx","VILLA DE CHILAPA DE DIAZ, OAXACA",0
"4540","mx","SANTA MARIA CHILCHOTLA, OAXACA",3
"4541","mx","SANTA MARIA CHIMALAPA, OAXACA",4
"4542","mx","SANTA MARIA DEL ROSARIO, OAXACA",0
"4543","mx","SANTA MARIA DEL TULE, OAXACA",5
"4544","mx","SANTA MARIA ECATEPEC, OAXACA",0
"4545","mx","SANTA MARIA GUELACE, OAXACA",0
"4546","mx","SANTA MARIA GUIENAGATI, OAXACA",0
"4547","mx","SANTA MARIA HUATULCO, OAXACA",23
"4548","mx","SANTA MARIA HUAZOLOTITLAN, OAXACA",2
"4549","mx","SANTA MARIA IPALAPA, OAXACA",4
"4550","mx","SANTA MARIA IXCATLAN, OAXACA",0
"4551","mx","SANTA MARIA JACATEPEC, OAXACA",0
"4552","mx","SANTA MARIA JALAPA DEL MARQUES, OAXACA",8
"4553","mx","SANTA MARIA JALTIANGUIS, OAXACA",0
"4554","mx","SANTA MARIA LACHIXIO, OAXACA",1
"4555","mx","SANTA MARIA MIXTEQUILLA, OAXACA",4
"4556","mx","SANTA MARIA NATIVITAS, OAXACA",0
"4557","mx","SANTA MARIA NDUAYACO, OAXACA",0
"4558","mx","SANTA MARIA OZOLOTEPEC, OAXACA",2
"4559","mx","SANTA MARIA PAPALO, OAXACA",1
"4560","mx","SANTA MARIA PEÑOLES, OAXACA",2
"4561","mx","SANTA MARIA PETAPA, OAXACA",8
"4562","mx","SANTA MARIA QUIEGOLANI, OAXACA",0
"4563","mx","SANTA MARIA SOLA, OAXACA",0
"4564","mx","SANTA MARIA TATALTEPEC, OAXACA",0
"4565","mx","SANTA MARIA TECOMAVACA, OAXACA",1
"4566","mx","SANTA MARIA TEMAXCALAPA, OAXACA",2
"4567","mx","SANTA MARIA TEMAXCALTEPEC, OAXACA",1
"4568","mx","SANTA MARIA TEOPOXCO, OAXACA",0
"4569","mx","SANTA MARIA TEPANTLALI, OAXACA",0
"4570","mx","SANTA MARIA TEXCATITLAN, OAXACA",0
"4571","mx","SANTA MARIA TLAHUITOLTEPEC, OAXACA",1
"4572","mx","SANTA MARIA TLALIXTAC, OAXACA",0
"4573","mx","SANTA MARIA TONAMECA, OAXACA",13
"4574","mx","SANTA MARIA TOTOLAPILLA, OAXACA",1
"4575","mx","SANTA MARIA XADANI, OAXACA",2
"4576","mx","SANTA MARIA YALINA, OAXACA",0
"4577","mx","SANTA MARIA YAVESIA, OAXACA",0
"4578","mx","SANTA MARIA YOLOTEPEC, OAXACA",0
"4579","mx","SANTA MARIA YOSOYUA, OAXACA",0
"4580","mx","SANTA MARIA YUCUHITI, OAXACA",0
"4581","mx","SANTA MARIA ZACATEPEC, OAXACA",6
"4582","mx","SANTA MARIA ZANIZA, OAXACA",0
"4583","mx","SANTA MARIA ZOQUITLAN, OAXACA",3
"4584","mx","SANTIAGO AMOLTEPEC, OAXACA",21
"4585","mx","SANTIAGO APOALA, OAXACA",0
"4586","mx","SANTIAGO APOSTOL, OAXACA",0
"4587","mx","SANTIAGO ASTATA, OAXACA",3
"4588","mx","SANTIAGO ATITLAN, OAXACA",0
"4589","mx","SANTIAGO AYUQUILILLA, OAXACA",0
"4590","mx","SANTIAGO CACALOXTEPEC, OAXACA",1
"4591","mx","SANTIAGO CAMOTLAN, OAXACA",0
"4592","mx","SANTIAGO COMALTEPEC, OAXACA",1
"4593","mx","SANTIAGO CHAZUMBA, OAXACA",2
"4594","mx","SANTIAGO CHOAPAM, OAXACA",1
"4595","mx","SANTIAGO DEL RIO, OAXACA",0
"4596","mx","SANTIAGO HUAJOLOTITLAN, OAXACA",1
"4597","mx","SANTIAGO HUAUCLILLA, OAXACA",0
"4598","mx","SANTIAGO IHUITLAN PLUMAS, OAXACA",0
"4599","mx","SANTIAGO IXCUINTEPEC, OAXACA",0
"4600","mx","SANTIAGO IXTAYUTLA, OAXACA",4
"4601","mx","SANTIAGO JAMILTEPEC, OAXACA",24
"4602","mx","SANTIAGO JOCOTEPEC, OAXACA",6
"4603","mx","SANTIAGO JUXTLAHUACA, OAXACA",14
"4604","mx","SANTIAGO LACHIGUIRI, OAXACA",3
"4605","mx","SANTIAGO LALOPA, OAXACA",0
"4606","mx","SANTIAGO LAOLLAGA, OAXACA",1
"4607","mx","SANTIAGO LAXOPA, OAXACA",0
"4608","mx","SANTIAGO LLANO GRANDE, OAXACA",1
"4609","mx","SANTIAGO MATATLAN, OAXACA",5
"4610","mx","SANTIAGO MILTEPEC, OAXACA",1
"4611","mx","SANTIAGO MINAS, OAXACA",1
"4612","mx","SANTIAGO NACALTEPEC, OAXACA",2
"4613","mx","SANTIAGO NEJAPILLA, OAXACA",0
"4614","mx","SANTIAGO NUNDICHE, OAXACA",0
"4615","mx","SANTIAGO NUYOO, OAXACA",0
"4616","mx","SANTIAGO PINOTEPA NACIONAL, OAXACA",42
"4617","mx","SANTIAGO SUCHILQUITONGO, OAXACA",2
"4618","mx","SANTIAGO TAMAZOLA, OAXACA",2
"4619","mx","SANTIAGO TAPEXTLA, OAXACA",0
"4620","mx","VILLA TEJUPAM DE LA UNION, OAXACA",0
"4621","mx","SANTIAGO TENANGO, OAXACA",1
"4622","mx","SANTIAGO TEPETLAPA, OAXACA",0
"4623","mx","SANTIAGO TETEPEC, OAXACA",0
"4624","mx","SANTIAGO TEXCALCINGO, OAXACA",1
"4625","mx","SANTIAGO TEXTITLAN, OAXACA",1
"4626","mx","SANTIAGO TILANTONGO, OAXACA",1
"4627","mx","SANTIAGO TILLO, OAXACA",0
"4628","mx","SANTIAGO TLAZOYALTEPEC, OAXACA",0
"4629","mx","SANTIAGO XANICA, OAXACA",2
"4630","mx","SANTIAGO XIACUI, OAXACA",0
"4631","mx","SANTIAGO YAITEPEC, OAXACA",0
"4632","mx","SANTIAGO YAVEO, OAXACA",1
"4633","mx","SANTIAGO YOLOMECATL, OAXACA",1
"4634","mx","SANTIAGO YOSONDUA, OAXACA",1
"4635","mx","SANTIAGO YUCUYACHI, OAXACA",5
"4636","mx","SANTIAGO ZACATEPEC, OAXACA",0
"4637","mx","SANTIAGO ZOOCHILA, OAXACA",0
"4638","mx","NUEVO ZOQUIAPAM, OAXACA",0
"4639","mx","SANTO DOMINGO INGENIO, OAXACA",4
"4640","mx","SANTO DOMINGO ALBARRADAS, OAXACA",0
"4641","mx","SANTO DOMINGO ARMENTA, OAXACA",5
"4642","mx","SANTO DOMINGO CHIHUITAN, OAXACA",1
"4643","mx","SANTO DOMINGO DE MORELOS, OAXACA",3
"4644","mx","SANTO DOMINGO IXCATLAN, OAXACA",1
"4645","mx","SANTO DOMINGO NUXAA, OAXACA",2
"4646","mx","SANTO DOMINGO OZOLOTEPEC, OAXACA",0
"4647","mx","SANTO DOMINGO PETAPA, OAXACA",4
"4648","mx","SANTO DOMINGO ROAYAGA, OAXACA",0
"4649","mx","SANTO DOMINGO TEHUANTEPEC, OAXACA",35
"4650","mx","SANTO DOMINGO TEOJOMULCO, OAXACA",0
"4651","mx","SANTO DOMINGO TEPUXTEPEC, OAXACA",2
"4652","mx","SANTO DOMINGO TLATAYAPAM, OAXACA",0
"4653","mx","SANTO DOMINGO TOMALTEPEC, OAXACA",0
"4654","mx","SANTO DOMINGO TONALA, OAXACA",1
"4655","mx","SANTO DOMINGO TONALTEPEC, OAXACA",0
"4656","mx","SANTO DOMINGO XAGACIA, OAXACA",0
"4657","mx","SANTO DOMINGO YANHUITLAN, OAXACA",0
"4658","mx","SANTO DOMINGO YODOHINO, OAXACA",0
"4659","mx","SANTO DOMINGO ZANATEPEC, OAXACA",7
"4660","mx","SANTOS REYES NOPALA, OAXACA",2
"4661","mx","SANTOS REYES PAPALO, OAXACA",0
"4662","mx","SANTOS REYES TEPEJILLO, OAXACA",2
"4663","mx","SANTOS REYES YUCUNA, OAXACA",1
"4664","mx","SANTO TOMAS JALIEZA, OAXACA",0
"4665","mx","SANTO TOMAS MAZALTEPEC, OAXACA",0
"4666","mx","SANTO TOMAS OCOTEPEC, OAXACA",1
"4667","mx","SANTO TOMAS TAMAZULAPAN, OAXACA",1
"4668","mx","SAN VICENTE COATLAN, OAXACA",2
"4669","mx","SAN VICENTE LACHIXIO, OAXACA",1
"4670","mx","SAN VICENTE NUÑU, OAXACA",0
"4671","mx","SILACAYOAPAM, OAXACA",4
"4672","mx","SITIO DE XITLAPEHUA, OAXACA",0
"4673","mx","SOLEDAD ETLA, OAXACA",1
"4674","mx","VILLA DE TAMAZULAPAM DEL PROGRESO, OAXACA",0
"4675","mx","TANETZE DE ZARAGOZA, OAXACA",0
"4676","mx","TANICHE, OAXACA",0
"4677","mx","TATALTEPEC DE VALDES, OAXACA",0
"4678","mx","TEOCOCUILCO DE MARCOS PEREZ, OAXACA",0
"4679","mx","TEOTITLAN DE FLORES MAGON, OAXACA",3
"4680","mx","TEOTITLAN DEL VALLE, OAXACA",3
"4681","mx","TEOTONGO, OAXACA",0
"4682","mx","TEPELMEME VILLA DE MORELOS, OAXACA",2
"4683","mx","HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA, OAXACA",1
"4684","mx","SAN JERONIMO TLACOCHAHUAYA, OAXACA",3
"4685","mx","TLACOLULA DE MATAMOROS, OAXACA",22
"4686","mx","TLACOTEPEC PLUMAS, OAXACA",0
"4687","mx","TLALIXTAC DE CABRERA, OAXACA",7
"4688","mx","TOTONTEPEC VILLA DE MORELOS, OAXACA",1
"4689","mx","TRINIDAD ZAACHILA, OAXACA",0
"4690","mx","LA TRINIDAD VISTA HERMOSA, OAXACA",0
"4691","mx","UNION HIDALGO, OAXACA",4
"4692","mx","VALERIO TRUJANO, OAXACA",0
"4693","mx","SAN JUAN BAUTISTA VALLE NACIONAL, OAXACA",5
"4694","mx","VILLA DIAZ ORDAZ, OAXACA",1
"4695","mx","YAXE, OAXACA",1
"4696","mx","MAGDALENA YODOCONO DE PORFIRIO DIAZ, OAXACA",0
"4697","mx","YOGANA, OAXACA",2
"4698","mx","YUTANDUCHI DE GUERRERO, OAXACA",0
"4699","mx","VILLA DE ZAACHILA, OAXACA",18
"4700","mx","SAN MATEO YUCUTINDOO, OAXACA",2
"4701","mx","ZAPOTITLAN LAGUNAS, OAXACA",1
"4702","mx","ZAPOTITLAN PALMAS, OAXACA",0
"4703","mx","SANTA INES DE ZARAGOZA, OAXACA",0
"4704","mx","ZIMATLAN DE ALVAREZ, OAXACA",5
"4705","mx","ACAJETE, PUEBLA",5
"4706","mx","ACATENO, PUEBLA",3
"4707","mx","ACATLAN, PUEBLA",18
"4708","mx","ACATZINGO, PUEBLA",14
"4709","mx","ACTEOPAN, PUEBLA",0
"4710","mx","AHUACATLAN, PUEBLA",2
"4711","mx","AHUATLAN, PUEBLA",0
"4712","mx","AHUAZOTEPEC, PUEBLA",3
"4713","mx","AHUEHUETITLA, PUEBLA",2
"4714","mx","AJALPAN, PUEBLA",1
"4715","mx","ALBINO ZERTUCHE, PUEBLA",0
"4716","mx","ALJOJUCA, PUEBLA",1
"4717","mx","ALTEPEXI, PUEBLA",1
"4718","mx","AMIXTLAN, PUEBLA",0
"4719","mx","AMOZOC, PUEBLA",21
"4720","mx","AQUIXTLA, PUEBLA",1
"4721","mx","ATEMPAN, PUEBLA",4
"4722","mx","ATEXCAL, PUEBLA",0
"4723","mx","ATLIXCO, PUEBLA",37
"4724","mx","ATOYATEMPAN, PUEBLA",0
"4725","mx","ATZALA, PUEBLA",0
"4726","mx","ATZITZIHUACAN, PUEBLA",5
"4727","mx","ATZITZINTLA, PUEBLA",3
"4728","mx","AXUTLA, PUEBLA",0
"4729","mx","AYOTOXCO DE GUERRERO, PUEBLA",3
"4730","mx","CALPAN, PUEBLA",3
"4731","mx","CALTEPEC, PUEBLA",0
"4732","mx","CAMOCUAUTLA, PUEBLA",1
"4733","mx","CAXHUACAN, PUEBLA",1
"4734","mx","COATEPEC, PUEBLA",1
"4735","mx","COATZINGO, PUEBLA",0
"4736","mx","COHETZALA, PUEBLA",0
"4737","mx","COHUECAN, PUEBLA",2
"4738","mx","CORONANGO, PUEBLA",6
"4739","mx","COXCATLAN, PUEBLA",6
"4740","mx","COYOMEAPAN, PUEBLA",3
"4741","mx","COYOTEPEC, PUEBLA",1
"4742","mx","CUAPIAXTLA DE MADERO, PUEBLA",7
"4743","mx","CUAUTEMPAN, PUEBLA",1
"4744","mx","CUAUTINCHAN, PUEBLA",2
"4745","mx","CUAUTLANCINGO, PUEBLA",8
"4746","mx","CUAYUCA DE ANDRADE, PUEBLA",0
